game,loss_red,loss_blue,win_rate,weights_red,weights_blue
646,-126494.328125,-122973.0625,,"[0.6439559350476411, 0.36543915838718005, 0.9850737032837605, 0.2721215034007908]","[0.13416445864869572, 0.6075393977287404, 0.9878847028496078, 0.32704792572654673]"
647,-156134.921875,-151579.234375,,"[0.6381216092772588, 0.3383430254185074, 0.9660739769108786, 0.2413782958972906]","[0.10674130227141669, 0.6115899400925502, 1.0, 0.3510550423751101]"
648,-171442.90625,-166521.265625,,"[0.6451233244945466, 0.34818911359407834, 0.9854351964824932, 0.2794095622319822]","[0.0933009129601195, 0.6108524187388272, 0.9988236999422658, 0.3384027519833578]"
649,-205538.109375,-199445.203125,,"[0.6545125401590776, 0.38576319295397477, 0.9724321340670259, 0.3028147503213944]","[0.14038267645640448, 0.6558335897055599, 1.0, 0.3459779132600893]"
650,-174073.171875,-174274.484375,0.7076923076814201,"[0.6467747749593136, 0.3397645514793227, 0.9895869052746912, 0.2875324862801421]","[0.10620883566773731, 0.6367490764346354, 0.980249007665927, 0.34091609578077214]"
651,-195636.40625,-190104.421875,,"[0.6654242693698569, 0.3550527069182536, 0.9536772962643816, 0.2854504227029162]","[0.11636730692857644, 0.6061489570676786, 0.99105746698578, 0.32663287334493724]"
652,-188565.890625,-183314.171875,,"[0.667887929040723, 0.34686886200228195, 0.9898143054041919, 0.30106018178773253]","[0.11985814177074261, 0.6170409372022769, 1.0, 0.3694373851191582]"
653,-227155.140625,-220199.65625,,"[0.6495596238798923, 0.3330633274696147, 1.0, 0.2970803997230544]","[0.1159292709311594, 0.6333370415041703, 1.0, 0.3066450378022337]"
654,-246239.28125,-239166.96875,,"[0.6393996822506288, 0.35008424518513354, 0.9830573489869479, 0.3093779972963427]","[0.09647916808629078, 0.6078199826093234, 0.9829101824065456, 0.33012274227636423]"
655,-269631.28125,-261884.234375,,"[0.6289103483276208, 0.3081294613788428, 0.9538285769566542, 0.29843504861630565]","[0.0845434419834547, 0.6295352502819896, 0.9825063683432905, 0.3329289675478019]"
656,-267357.15625,-260123.15625,,"[0.6450714846397716, 0.3878688434168753, 0.988793376926107, 0.3095912966923159]","[0.13352733650941748, 0.6441443160357838, 1.0, 0.33689778013364385]"
657,-259718.125,-252371.984375,,"[0.6653974837884798, 0.34964666591134486, 0.9764706806717995, 0.2853290546163492]","[0.1030506206259721, 0.6278220247851725, 0.9942843708484188, 0.2998635365398724]"
658,-266879.21875,-259444.984375,,"[0.6635273716373314, 0.36443532869938045, 0.9727411721071009, 0.2688129573667221]","[0.09057778113392144, 0.6331014903618425, 0.9757022954178336, 0.3384884501152996]"
659,-272874.0625,-264782.28125,,"[0.6645907064005945, 0.3800806724512633, 0.9652828624132352, 0.31150056458403513]","[0.07563820581964072, 0.5971079052276815, 0.9931135702416702, 0.35088172000286355]"
660,-296877.40625,-287926.96875,,"[0.6445435993748215, 0.3722724923476756, 0.976699054175779, 0.255975844189147]","[0.12008786194616607, 0.6199948339126207, 0.9799376148974417, 0.3500406244394636]"
661,-308566.84375,-299699.5,,"[0.6474406258368667, 0.4003477503738755, 0.9916731935233358, 0.27311198626232003]","[0.10799292483280457, 0.6369745837051758, 0.9706343970206736, 0.339386403842452]"
662,-300219.375,-291977.84375,,"[0.641519796384382, 0.35442680865180665, 1.0, 0.2811414896902481]","[0.09465036169135085, 0.6144062867992011, 1.0, 0.3486888909342376]"
663,-302122.84375,-293012.34375,,"[0.6466648135426715, 0.3536753868707639, 1.0, 0.28873490725278345]","[0.12093985370588455, 0.6400619053075904, 1.0, 0.36756593853459474]"
664,-303091.65625,-294644.125,,"[0.663628036685761, 0.38184756560103056, 0.9905335466230138, 0.2517010560400964]","[0.13221600203015368, 0.6632642819380622, 0.9692955826304244, 0.3294275761609105]"
665,-298812.4375,-290085.5625,,"[0.6769792350313271, 0.33864740640501667, 0.9466146448859797, 0.321462685149451]","[0.14678321330668329, 0.6214427873202241, 0.9845985028452282, 0.3332484137993954]"
666,-275226.25,-275539.34375,,"[0.6697529800384343, 0.31446476177355487, 1.0, 0.26192692081291485]","[0.1306262482698644, 0.6136142954545799, 0.9879962525571346, 0.3236629622761248]"
667,-277857.03125,-270223.46875,,"[0.6540088474539784, 0.34477633980597944, 1.0, 0.2878126742289203]","[0.1479360845355691, 0.6277580491209981, 0.9673620632167734, 0.33716675041839655]"
668,-240058.734375,-240330.890625,,"[0.6699606519221095, 0.36563573297498225, 0.9598875182957465, 0.2973460983473113]","[0.1273778107766962, 0.6016661605866117, 0.9680829308218151, 0.3548857246470645]"
669,-229418.34375,-222922.234375,,"[0.6257290567564844, 0.3401567334554968, 0.993334909693451, 0.2808148432318185]","[0.09915069888707558, 0.6229813375450671, 1.0, 0.3256776630263944]"
670,-199636.671875,-199862.734375,,"[0.6206829327758253, 0.36553393949125057, 0.9960877322934005, 0.2942428299050872]","[0.11311110256195217, 0.5958754246745447, 0.9853982204050158, 0.32203509866769015]"
671,-209405.0625,-203564.875,,"[0.6257686826018228, 0.36645752615347776, 0.9772265188576651, 0.29123268587223455]","[0.1300956683925486, 0.6272196903321509, 1.0, 0.31779699077683077]"
672,-132919.09375,-133068.3125,,"[0.6468581179128767, 0.36394205449544714, 0.9818665160994324, 0.291315810821582]","[0.11921147066474085, 0.5964615547414993, 0.9741705931712489, 0.3115237897567954]"
673,-154799.203125,-150482.484375,,"[0.6485930669452494, 0.37380951868587087, 0.9671212599431963, 0.26667131078774264]","[0.10802131417736897, 0.5798665680741889, 1.0, 0.3660041855277779]"
674,-119520.8671875,-119655.515625,,"[0.656877650628786, 0.38407542490660607, 0.9900481034872256, 0.2913884087983804]","[0.09532519241307963, 0.6317221416520351, 0.999313688362253, 0.3674360294798317]"
675,-125552.109375,-121998.0625,,"[0.6692670127850541, 0.366146219524871, 0.9664525317275346, 0.25939005644853014]","[0.11630370328215796, 0.6196728528823978, 0.987932691452196, 0.37235003151850155]"
676,-128191.546875,-124721.1328125,,"[0.6615912801950211, 0.3502169055777167, 0.9788448747909272, 0.2956597580212678]","[0.09397541889279068, 0.6113246681047357, 0.9726256164852237, 0.35680244000818034]"
677,-80015.9296875,-80106.6328125,,"[0.6437457090891057, 0.34883608040197, 0.9641552961273095, 0.2883097336728718]","[0.11898552865641261, 0.5979874098065632, 0.9869048554671085, 0.3395330599942387]"
678,-108869.546875,-105689.3515625,,"[0.6821887064254573, 0.37952687472494046, 0.97109377945861, 0.27936543257386887]","[0.09268241701764782, 0.6315487723130222, 0.9743808145205224, 0.32784669813838]"
679,-132188.09375,-128502.0859375,,"[0.6307446990654766, 0.35864685825415976, 0.987197489360402, 0.2899889746415253]","[0.11712242009999896, 0.6369275326113468, 0.9981703595951913, 0.3332882502772324]"
680,-171997.015625,-166723.421875,,"[0.6206838610070885, 0.35545861763563613, 1.0, 0.2764736763332843]","[0.1142684164200849, 0.5822596689112013, 0.9835426743390767, 0.3083571740195027]"
681,-161957.5625,-162138.28125,,"[0.6544949785190601, 0.3655983685069412, 0.9704763212900603, 0.29588322809735357]","[0.14126496401927727, 0.6337419101157717, 0.9867055505961662, 0.3255658852257494]"
682,-168420.296875,-163577.8125,,"[0.6550384831681162, 0.3622776933377764, 0.9757019769576175, 0.3191680494448139]","[0.11614605991755725, 0.6219619246803484, 0.9864047518717001, 0.28752386819889175]"
683,-199992.609375,-193956.953125,,"[0.6561840873451756, 0.3727426195260998, 0.9857374817046151, 0.26782048808561604]","[0.1353534545890726, 0.61281425534797, 0.9930020092313695, 0.3247090150067272]"
684,-242565.265625,-235477.0,,"[0.6479290882077039, 0.3371981088766774, 0.9898549490114926, 0.2778815407329136]","[0.09882580212316847, 0.6380799745114093, 0.9961805867487014, 0.3336472436047493]"
685,-258017.359375,-250819.953125,,"[0.65279395326239, 0.3304519945798439, 0.98683441896182, 0.2881885658060406]","[0.10037214159356717, 0.6371512539937002, 1.0, 0.3386981837790102]"
686,-279992.28125,-271263.0,,"[0.6374508874656937, 0.3547886417746632, 0.9949651270578449, 0.3029204211787215]","[0.10304013608233581, 0.6363413254105242, 1.0, 0.32765115627825236]"
687,-230318.9375,-230574.65625,,"[0.6420827370534118, 0.36708467982487764, 1.0, 0.28388637006531425]","[0.1038179238009476, 0.6283770726926134, 1.0, 0.34418374567809473]"
688,-236581.296875,-229980.984375,,"[0.6582951669804618, 0.35056415934451995, 0.9849439886347324, 0.30300814670328885]","[0.10899159544883119, 0.61925319782159, 0.9733209917539299, 0.3547531660712823]"
689,-239197.046875,-232418.546875,,"[0.648130464834378, 0.3707220343663894, 0.9791606142428502, 0.2968106679116884]","[0.12695488961986387, 0.6242345620089678, 0.9750101171299802, 0.33543511308404766]"
690,-254429.859375,-247222.171875,,"[0.6286215224982616, 0.33473067105585985, 0.9906384447704594, 0.3040798016699857]","[0.16075149525884472, 0.6185386777858304, 0.9880814409006481, 0.3259122325260924]"
691,-289074.34375,-280058.46875,,"[0.647193900819025, 0.34538808040662117, 0.9961195358931344, 0.27339339199603707]","[0.1331401680477548, 0.6078886473528424, 1.0, 0.32662990763527555]"
692,-309424.53125,-300786.09375,,"[0.6564243930103528, 0.34648840638156575, 0.9888151037838642, 0.31373707239810034]","[0.11233434074316423, 0.6259254073878983, 0.9841366606266899, 0.34648052394061934]"
693,-228417.96875,-228669.25,,"[0.6534800652063637, 0.3582688393459044, 0.9933179197574884, 0.2962860837319063]","[0.10884000956253762, 0.6306134811073592, 0.9688883081373374, 0.3645514959027048]"
694,-192260.984375,-192474.296875,,"[0.6578941062017647, 0.3661506110403798, 0.9843783566361616, 0.2715049653669047]","[0.11935138154775636, 0.6341489497154977, 1.0, 0.33554111296563893]"
695,-188218.09375,-183043.390625,,"[0.6516745605946911, 0.3430483055074904, 0.9735192391429778, 0.2843274004906631]","[0.11374958991834805, 0.6283098697517053, 0.984646499373269, 0.35755473905640134]"
696,-193933.921875,-188435.796875,,"[0.6535159455632678, 0.3504143947031484, 0.9974344113183435, 0.2836606555760532]","[0.12742598512880476, 0.5893049813974646, 0.9962051134079792, 0.32400814146016205]"
697,-200925.796875,-195141.1875,,"[0.6354521620811799, 0.37864378949914773, 0.9894749132388045, 0.2749114018482365]","[0.11947422794004374, 0.6229425720264702, 0.9778848062773876, 0.33788405319401793]"
698,-209792.53125,-203753.953125,,"[0.6508544807437904, 0.3489419831896362, 0.9746659491356892, 0.3016527385324903]","[0.10854544753045554, 0.6321700404761212, 0.9636817587751837, 0.3262046935568656]"
699,-268266.8125,-260034.765625,,"[0.6274961901821222, 0.3833690439482034, 0.9744567246072016, 0.2610981255416564]","[0.10582827209460696, 0.6245083588624288, 0.9885993977646931, 0.31734424944233863]"
700,-157283.625,-157455.515625,0.7128571428469592,"[0.648684160006793, 0.37218966705146084, 0.9683899007401671, 0.30298164526215177]","[0.11864205198987209, 0.6017968228047268, 0.9603844452790612, 0.33929183932959067]"
701,-216434.375,-209791.40625,,"[0.6518045517768187, 0.34152025791795204, 0.9989856287073776, 0.29139086182265267]","[0.13181713684124, 0.6105798166558307, 0.9910423576402542, 0.31497335276511473]"
702,-269036.0,-261406.59375,,"[0.6690500788997056, 0.3466165551807706, 0.9958624514121385, 0.2799015470782885]","[0.08574683921734509, 0.618761918186924, 0.9958257201078676, 0.33481996207931874]"
703,-286853.09375,-278592.625,,"[0.6404569786831794, 0.3480622850406489, 0.9738839759183242, 0.3047655951241661]","[0.11704752961621942, 0.6158080278209025, 0.9847353066557328, 0.34256232911194107]"
704,-319311.84375,-309347.1875,,"[0.6341354594366609, 0.3535157544275398, 0.9812858040727226, 0.2916878302112686]","[0.11586697096810906, 0.6262531412144138, 0.96346854549476, 0.3130383741181531]"
705,-343991.0625,-333931.46875,,"[0.6441515910111316, 0.36018073709075143, 0.9922349178106726, 0.26203394785944784]","[0.11143575309973577, 0.6134888178165272, 0.9863683448482546, 0.3280996911157126]"
706,-362325.65625,-351017.5625,,"[0.660170625250619, 0.3309324198522416, 1.0, 0.26595843264487473]","[0.12492106732797238, 0.6004818449512087, 0.9709629961887841, 0.3490258097844161]"
707,-404023.15625,-391625.0625,,"[0.6404470972590016, 0.35914946316698126, 0.9450378161729067, 0.309969887050991]","[0.0882486089400443, 0.6158758153841603, 0.9907845740602162, 0.3146115235399614]"
708,-281940.71875,-282246.8125,,"[0.6411636802126788, 0.374760790738286, 0.9753184494680078, 0.27360575669827836]","[0.10266364711153608, 0.6069350349333305, 0.978631085656841, 0.3170450578630497]"
709,-308506.21875,-295006.84375,,"[0.6699381966962379, 0.3731164653411166, 0.9836071429487407, 0.3066104420406984]","[0.12932706084977452, 0.6311514683616812, 0.9768698488920395, 0.3290296144027637]"
710,-301439.875,-292891.09375,,"[0.6209363576108119, 0.3409272715555874, 0.9589170537002184, 0.2743769111618483]","[0.11142071346995194, 0.6048275195157519, 1.0, 0.3144222955564646]"
711,-310717.09375,-301327.5,,"[0.6423728209477354, 0.3536868076700368, 1.0, 0.2836634264036448]","[0.12581804137729774, 0.6080131697749703, 0.9548957526711045, 0.3567770433606116]"
712,-326480.4375,-316925.40625,,"[0.6379094787531339, 0.353047649748937, 0.982922561532538, 0.2707041870966832]","[0.11340452024046815, 0.5970436657261092, 0.9933381894107639, 0.32791153710486204]"
713,-321770.78125,-317513.34375,,"[0.6157374720338724, 0.3545186851017409, 0.992184204271543, 0.3002900086480015]","[0.125544941558969, 0.6493577857157342, 1.0, 0.3522598699866632]"
714,-315864.5,-306768.65625,,"[0.6786084880025681, 0.3531060441230685, 0.9800303750411697, 0.29959584354379204]","[0.11327250407341069, 0.6057750235275398, 1.0, 0.34807224599895187]"
715,-327651.96875,-318063.03125,,"[0.635312243260152, 0.3481186485376075, 1.0, 0.30014188534281405]","[0.11861104134085752, 0.6252218132977735, 0.9853882721882871, 0.34032184357290884]"
716,-342520.875,-332499.6875,,"[0.6655713118799449, 0.34767732037389115, 0.9768641444581289, 0.28104340542821277]","[0.11515762962569175, 0.6345701567827455, 0.9877988306076664, 0.33344890724341586]"
717,-302404.1875,-302726.125,,"[0.6396377994925687, 0.35318013468931514, 0.9803293596727224, 0.2708596528020626]","[0.12061986666461619, 0.6302870351188233, 0.9910816805205271, 0.327906995426635]"
718,-317486.5625,-303377.625,,"[0.6446166009566174, 0.36587224261011014, 0.9670127200567823, 0.3032954587979901]","[0.11167609546721775, 0.6391473458768643, 0.9885914604237203, 0.3657054856224858]"
719,-346355.875,-335163.25,,"[0.6455838147988036, 0.3501134033529309, 0.9898861214226984, 0.2840034074766827]","[0.13607465673926833, 0.6110768532730143, 0.998272852199575, 0.32787888990453845]"
720,-390550.25,-379118.09375,,"[0.6687434489026247, 0.3667028665234026, 0.9891868758027549, 0.27848049352625537]","[0.12912119319533488, 0.6469079677818824, 0.9746376444180362, 0.32461415896933726]"
721,-276224.53125,-276516.8125,,"[0.6447123543658405, 0.34086069187201146, 0.9880016196313043, 0.2626213502239466]","[0.12539457871740423, 0.6314125940254195, 1.0, 0.3236868928154136]"
722,-290105.46875,-282350.15625,,"[0.6376973826447756, 0.3444884006694197, 0.9734694434285505, 0.3045204633340808]","[0.13469596977846923, 0.6220257881369415, 0.9888964784018148, 0.29669210283894654]"
723,-260195.1875,-252920.0625,,"[0.6628022033297611, 0.3488550739973863, 0.9903926696665314, 0.2670130348101248]","[0.1077801825314189, 0.6141678469619167, 0.9977511104863851, 0.33215012200672184]"
724,-267542.53125,-259586.703125,,"[0.6630363271655835, 0.35023298975842126, 0.9785368489585521, 0.27925897065642136]","[0.1174719294719298, 0.6125630647094061, 0.9951213725455501, 0.32347591415411114]"
725,-301783.09375,-292659.875,,"[0.641444460016626, 0.34987611832294313, 0.980449140815264, 0.28530622917966814]","[0.11728763593183773, 0.6106393977657117, 0.9718902698295075, 0.32326649861102086]"
726,-311601.6875,-303147.9375,,"[0.6551859714367749, 0.3544950919982286, 0.9665309693089466, 0.29530079658917535]","[0.1255674336103908, 0.6361267906857397, 0.9800311105597838, 0.3209667667553115]"
727,-282531.75,-274634.65625,,"[0.635790082544407, 0.35541978306456695, 0.9877508242465168, 0.2940655308590695]","[0.1198438498008799, 0.6301267097801868, 0.9907157388855401, 0.3368391031599729]"
728,-195582.59375,-195786.03125,,"[0.6252835840629226, 0.3792791940610195, 0.9691636169162078, 0.31053026901585595]","[0.1211775981568922, 0.6079512906449502, 0.9652624205143865, 0.34701860617192376]"
729,-201026.71875,-195322.53125,,"[0.6407704534803281, 0.35324775208737935, 0.9816328786797766, 0.28073924357621444]","[0.13465003492583882, 0.6060609250953719, 1.0, 0.3356819574535236]"
730,-213502.59375,-207534.265625,,"[0.6740008444657646, 0.36654321396811934, 0.9859194194245441, 0.31190317721920474]","[0.106272471133409, 0.6195129072306612, 0.9759236869634462, 0.34295514991194725]"
731,-179561.84375,-179750.5625,,"[0.6511773793575265, 0.33947660357638765, 0.9705437466640675, 0.31106959894390207]","[0.09832103137223647, 0.6390734837113496, 1.0, 0.32664718603939247]"
732,-154029.96875,-151957.234375,,"[0.6405984130872133, 0.38626843086987456, 0.9850988974556939, 0.2822009032616574]","[0.12157839053262418, 0.6062581553174351, 0.9933949003338023, 0.3222453819842805]"
733,-115261.6875,-115383.84375,,"[0.6670441620594557, 0.3433297215274644, 0.9704680504138171, 0.31046933344243755]","[0.12898985199718813, 0.6094944922584046, 0.9816598202262572, 0.3128028328438206]"
734,-128621.3046875,-125078.3046875,,"[0.6479061958179123, 0.36029189658294986, 0.981804876262662, 0.2867652365936953]","[0.10058853795700566, 0.6355324757256992, 0.9685562550064728, 0.34439412222946464]"
735,-196506.421875,-193317.375,,"[0.658995079343576, 0.3337348375814923, 0.9773510670959334, 0.29098514735682346]","[0.12457875525716675, 0.6410113391429229, 0.986448600577619, 0.3263544024679939]"
